source,p_comp,computed_p,raw,one_tailed_in_txt,sentence,reported_as,comment,rated
2016-39-LCN-03-Words speak louder than pictures for action concepts_ an eyetracking investigation of the pict.pdf,<,0.999999998841952,"1(34) = 4.9, p < .001",FALSE,"Participants more accurately identified relatedness of action words relative to action pictures [0.82 vs. 0.74, t 1(34) = 4.9, p < .001; t 2 (73) = 3.5, p < .001].",significant,add comments,DE
2016-38-BAL-Predictive-coding-of-phonological-rules-in-auditory-cortex-_2016_Brain-and-L.pdf,<,0.0503509602324566,"F(1, 14) = 4.584, p < 0.05",TRUE,"An ANOVA for MMN mean amplitude revealed a significant interaction of Condition  Final syllable [F(1, 14) = 4.584, p < 0.05, g2p = 0.247].",significant,add comments,DE
2016-29-APS-S0142716415000314a.pdf,<,0.400908386520899,"z = 0.840, p < .05",FALSE,"The use of repetitions by the LM group did not differ by ELDT performance (ELDT status: coefficient = 0.264, SE = 0.31, z = 0.840, p < .05, CI = -0.35, 0.88).",not significant,add comments,DE
2016-26-JML-Modeling-confidence-and-response-time-in-associa_2016_Journal-of-Memory-and-.pdf,>,1.2948725868207e-6,"t(33) = 5.9, p > .05",FALSE,"There was again a higher false-alarm rate for LF word pairs (M = 0.39, SD = 0.18) than HF word pairs (M = 0.31, SD = 0.16) and this difference was significant (t(33) = 5.9, p > .05).",significant,add comments,DE
2016-11-JPR-s10936-016-9422-6.pdf,<,0.0860831723477518,"F(20, 39.3) = 1.66, p < .05",FALSE,"There were significant interactions between L1 and F0 onset (F(20, 39.3) = 1.66, p < .05), between L1 and F0 (F(20, 41.4) = 1.72, p < .01), and also between F0 and F0 (F(25, 67.6) = 2.25, p < .001).",significant,add comments,DE
2016-03-APS-S0142716414000563a.pdf,<,0.0737833734635257,"F (1, 56) = 3.32, p < .05",FALSE,"Pairwise comparisons showed that participants comprehended English passages better when reading normally (M = 0.77, SE = 0.03) than when detecting letters (M = 0.66, SE = 0.04), F (1, 56) = 3.32, p < .05.",significant,add comments,DE
2017-04-SLA-S0272263116000012a.pdf,<,0.0542754424704921,"F(1, 71) =3.83, p < .05",FALSE,"Levene's Test of Homogeneity of Variances indicated that group comparisons failed to meet the assumption of homogeneity of variance: F(1, 71) = 3.11, p < .05, 2 = . 042, and F(1, 71) = 3.83, p < .05, 2 = .051.",unclear,add comments,DE
2017-39-APS-S0142716417000078a.pdf,<,0.969567135032126,"U (31) = 18, p < .0001",FALSE,"As can be seen in Figure 6, the rate of erroneous questions found in the ASD group (M = 17.3%, SD = 16.2) was significantly higher than in the two younger TD groups, TD4: M = 6.1%, SD = 7.1; U (36) = 87, p = .011, r = -.418; TD6: M = 1.2%, SD = 2; U (31) = 18, p < .0001, r = -.711.",significant,add comments,DE
2017-61-LCN-06-Phonological and syntactic competition effects in spoken word recognition_ evidence from corpu.pdf,<,0.0871928580230452,"t(15) = 1.83, p < .05",FALSE,"In the ROI analysis of the interaction effect using the same LIFG and RIFG ROIs as used in the cohort competition analysis, there was greater effect of syntactic competition in the verb phrases than isolated verbs condition in the LIFG ROI, t(15) = 1.83, p < .05, but not in the RIFG ROI, t(15) < 1 (Figure 4(b)).",significant,add comments,DE
2017-95-BAL-The-right-hemisphere-s-contribution-to-discourse-processing_2017_Brain-and-L.pdf,<,0.056133213319545,"(z = 1.91, p < 0.001",FALSE,"Kolmogorov-Smirnov analyses were performed and four cognitive variables violated normality: Inverse digit span (z = 1.51, p = 0.022), Wisconsin card sorting test-categories (z = 1.56, p = 0.017), Rey auditory verbal learning test-recognition (z = 1.91, p < 0.001), and Rey complex figure-copy (z = 1.73, p = 0.005).",significant,add comments,DE
2017-37-JML-Is-the-Levels-of-Processing-effect-language-l_2017_Journal-of-Memory-and-Lan.pdf,<,0.0677195031399899,"t(47) = 1.87, p < .05",FALSE,"The LOP effect was significant and large for food names, t(47) = 10.59, p < .001, d = 1.52, was significant for clocks t(47) = 6.1, p < .001, d = 0.88, and was significant but much smaller for doors t(47) = 1.87, p < .05, d = 0.27.",significant,add comments,DE
2017-20-BLC-S136672891500084Xa.pdf,<,0.100382933260773,",z = 1.643, p < .001",FALSE,"The monolinguals, however, showed the opposite pattern: longer RTs to the time-reference violations than to the evidentiality violations ( = 84.67, SE = 51.53, z = 1.643, p < .001).",significant,add comments,DE
2017-28-APS-S014271641600045Xa.pdf,>,0.00163524431992987,"F (1, 79) = 10.64, p > .05",TRUE,"A 4 (Group: CG-dominant multilinguals vs. English-dominant multilinguals versus bilectals versus monolinguals) x 2 (Task Version: 1 vs. 2) ANCOVA with IQ, age, SES, and language ability--1 as covariates, returned a nonsignificant effect of group, F (3, 79) = 1.029, p > .05, partial 2 = 0.04, and a significant effect of task version, F (1, 79) = 10.64, p > .05.",significant,add comments,DE
2018-02-LAB-lab.15012.aza.pdf,<,0.141561753983371,"(z = 1.47, p < .001",TRUE,"In the container condition items, L1 English participants produced more N2N1 responses than L2 English participants (z = 1.47, p < .001).",significant,add comments,DE
2018-70-LCN-07-Processing of non-canonical word orders in _in_felicitous contexts_ evidence from event-relate.pdf,<,0.0518823355623759,"F(1, 15) = 4.46, p < 0.05",FALSE,"GIVENNESS interacted with ANTERIORITY in all arrays, reflecting that the negativity for the new-given conditions was distributed at the fronto-central sites (Fz: F(1, 15) = 9.90, p < 0.01; Cz: F(1, 15) = 7.40, p < 0.05; F3/4: F(1, 15) = 9.04, p < 0.01; C3/4: F(1, 15) = 4.46, p < 0.05; F7/8: F(1, 15) = 7.08, p < 0.05; T7/8: F(1, 15) = 6.91, p < 0.05).",significant,add comments,DE
2018-23-LSP-pan-et-al-2017-what-you-say-is-what-you-get-how-self-disclosure-in-support-seeking-affects-language-use-in-support.pdf,<,0.201111512761209,"t(524) = 1.28, p < .05",FALSE,"Decomposition of the main effect revealed that participants who read the support-seeking posts containing core selfdisclosure (M = 108.59, SD = 59.55) wrote longer responses compared to those who read the baseline self-disclosure posts (M = 93.49, SD = 59.07), t(535) = 2.97, p < .05, Cohen's d = .25, and compared to those who read support-seeking posts containing peripheral self-disclosure (M = 101.84, SD = 60.87), t(524) = 1.28, p < .05, Cohen's d = .11.",significant,add comments,DE
2018-27-JML-Linguistic-expectation-management-in-online-discourse-proc_2018_Journal-of-M.pdf,<,0.132655465080122,"X2 (2) = 4.04, p < 0.05",FALSE,"Results revealed an Experiment by Voice interaction (comparing models with vs. without the interaction effect: X2 (2) = 4.04, p < 0.05).",significant,add comments,DE
2018-35-APS-S0142716418000103a.pdf,<,0.0651659068257813,"2 (6) =11.860, p < .001",TRUE,"ML score comparisons with chi-square tests between variant models supported the inclusion of list, 2 (1) = 6.599, p < .001, the difference surface for overlap condition, 2 (6) = 11.860, p < .001, and proficiency, 2 (6) = 27.278, p < .001, as input variables.",significant,add comments,DE
2018-22-JPR-s10936-018-9574-7.pdf,<,0.0699916117015435,"F(1, 44) = 3.449, p < .05",FALSE,"The main effects of Sound Pair Group [F(2, 88) = 173.32, p < .001] and Participant Group [F(1, 44) = 3.449, p < .05] were significant, and their interaction effect was only marginally significant [F(4, 88) = 2.467, p = .051].",significant,add comments,DE
2018-12-LCN-01-Effects of probabilistic phonology on the perception of words and nonwords.pdf,<,0.0887965523000651,"F(1, 20) = 3.2, p < 0.001",FALSE,"For real words, the finalV x stress interaction remained significant: F(1, 20) = 3.2, p < 0.001.",significant,add comments,DE
2019-58-BAL-Test-retest-reliability-in-an-fMRI-study-of-naming-in-d_2019_Brain-and-Langu.pdf,<,0.724220019681233,"t(14) = 0.36, p < .01",TRUE,"MMSE-2 scores were significantly higher for the control group versus the dementia group, t(14) = 0.36, p < .01.",significant,add comments,DE
2019-03-JML-Are-the-effects-of-divided-attention-on-memory-encoding-proc_2019_Journal-of.pdf,<,0.0515260832849375,"t(72) = 1.98, p < .05",FALSE,"Comparison of these attentional costs indicated significantly larger attentional costs under intentional (M = 143 msec, SD = 108 msec) than under incidental learning conditions (M = 95 msec, SD = 105), t(72) = 1.98, p < .05.",significant,add comments,DE
2019-09-LSP-dewaele-2019-the-effect-of-classroom-emotions-attitudes-toward-english-and-teacher-behavior-on-willingness-to.pdf,<,0.935441952506118,"Z = .081, p < .002",FALSE,"Although a one-sample Kolmogorov-Smirnov test showed that the distribution was not normal because of a slight skew toward the high end of the scale (Kolmogorov-Smirnov Z = .081, p < .002), a Q-Q plot (quantile-quantile plot) showed that the WTC scores follow a normal distribution reasonably well except for the extreme tail (see Figure 2).",significant,add comments,DE
2019-32-JPR-s10936-019-09652-z.pdf,<,0.857937701693484,"z = .179, p < .05",TRUE,"Difference between the two groups was found to be significant (Extraversion, z = 2.17, p < .05; Agreeableness, z = .179, p < .05).",significant,add comments,DE
2019-60-LCN-07-Look and listen_ The online processing of Korean case by native and non-native speakers.pdf,<,0.0511761190432773,"z = 1.95, p < .05",FALSE,"At the second ROI, N2, there was no effect of the Intercept ( = -0.07, se = 0.11, z = 0.61, ns) nor of Case ( = -0.00, se = 0.11, z = -0.02, ns) or Order ( = -0.06, se = 0.11, z = -0.60, ns), however the interaction of Case x Order was significant ( = -0.17, se = 0.09, z = 1.95, p < .05).",significant,add comments,DE
2019-28-BAL-fMRI-evidence-that-left-posterior-temporal-cortex-contributes_2019_Brain-and.pdf,<,0.113950726619759,"F(1, 23) = 2.7,p < .05",FALSE,"In the omnibus ANOVA we observed a significant interaction between condition and region (F(1, 23) = 2.7, p < .05), and in follow-up ANOVAs in each of the four regions, pMTG was the only region to demonstrate a significant effect of condition (F (1, 23) = 3.1, p = .05).",significant,add comments,DE
2019-16-LLT-23_3_10125-44700.pdf,<,0.0682487576162139,"t(298) = 1.83, p < 0.05",FALSE,"This group used significantly more Proclaim statements when discussing their own and the U.S. culture (t(298) = 1.17, p = 0.02 and t(83) = 5.58, p < 0.05 respectively) and Disclaim statements (t(298) = 1.83, p < 0.05) when addressing their own C1.",significant,add comments,DE
2020-35-LSP-st-cyr-brisini-solomon-2020-building-expertise-effects-of-experience-claims-on-responses-to-advice.pdf,<,0.0820196528890677,"F(3, 179) = 2.27, p < .05",FALSE,"On step one, realism and problem severity significantly predicted advice quality, F(3, 179) = 5.65, p < .001, R2 = .09, facilitation of coping, F(3, 179) = 2.27, p < .05, R2 = .04, and intention to implement the advice, F(3, 179) = 3.48, p < .01, R2 = .06.",significant,add comments,DE
2020-29-JCL-S0305000919000722a.pdf,<,0.128160458577216,"F(4,23) = 2.0, p < .05",FALSE,"% explained variance = 11% (F(4,23) = 2.0, p < .05)",unclear,"F-test for a regression model, significance not explicitly stated.",DE
2020-37-JML-Priming-effects-on-subsequent-episodic-memory--Tes_2020_Journal-of-Memory-an.pdf,<,1,"T(70.7) = 7.78, p < .001",FALSE,"Separating trials by Load revealed that priming was significant for both Low load trials (M = 0.065, SE = 0.009), T(70.7) = 7.78, p < .001, and High load trials, (M = 0.028, SE = 0.008), T(30.7) = 3.63, p = .001, but was greater for clear faces (Low load) than degraded faces (High load), most likely because of the perceptual match with the faces at Training, which were always clear.",significant,add comments,DE
2020-57-JML-Visual-working-memory-capacity-is-limited-by-two-sys_2020_Journal-of-Memory-.pdf,<,0.0698577483179115,"F(114, 2) = 13.8, p < .001",TRUE,"To test whether RP significantly predicted CIB, we compared the models with and without inclusion of RP, which yielded a significant effect of RP, F (114, 2) = 13.8, p < .001,  = -0.05, R2adj = 0.18.",significant,add comments,DE
2020-46-JPR-s10936-020-09733-4.pdf,>,3.80450561523199e-111,"t (113) = 0,098, p > 0.05",FALSE,"Independent samples T-tests showed statistically significant differences neither between males and females, t (113) = 0,098, p > 0.05 nor between junior and senior participants, t (113) = - 584, p > 0.05.",not significant,add comments,DE
2020-20-LAB-lab.17081.arn.pdf,>,5.1318432150924e-14,"t(6) = 0,331, p > .05",TRUE,"Finally,there is no statistical difference between both groups (t(6) = 0,331, p > .05).",not significant,add comments,DE
2020-46-LCN-04-The cost of learning new meanings for familiar words.pdf,<,0.214590558219988,"[2(4) = 5.8, p < .05",FALSE,"There was also a significant three-way interaction between the effects of Session, Target Type, and Trial Type [2(4) = 5.8, p < .05].",significant,add comments,DE
2021-16-JML-Factors-influencing-bilinguals--speed-and-accuracy-of-nu_2021_Journal-of-Mem.pdf,>,0.0105266294972733,"Qw (7) = 18.34, p > .05",FALSE,"Within-group variability did not reach statistical significance for only one of the three proficiency levels: low proficiency, Qw (3) = 2.73, p > .05; medium proficiency, Qw (7) = 18.34, p > .05; and high proficiency, Qw (15) = 103.63, p < .001.",unclear,unclear which test they are referring to.,DE
2021-13-BLC-S1366728920000322a.pdf,<,0.12608955395259,"2 (1) = 2.34, p < .05",TRUE,"In this model, there was a significant Culture-Pair x L2 Cultural-Exposure interaction effect,  2 (1) = 2.34, p < .05.",significant,add comments,DE
2021-25-LAB-lab.19029.den.pdf,>,7.79003973309884e-7,"t (2) = -1,133, p > .05",FALSE,"Additionally, paired-samples t-tests were also performed to test whether the frequency of the masculine nouns was comparable to that of feminine nouns, both with canonical and noncanonical nouns, also revealing no significant differences (canonical nouns: t (2) = -1,133, p > .05; non-canonical nouns: t (3) = -.971, p > .05).",not significant,add comments,DE
2021-51-JML-The-influence-of-prior-knowledge-on-the-formation-of_2021_Journal-of-Memory-.pdf,>,0.0253053484387896,"t(254) = 2.25, p > .1",FALSE,"The famous and non-famous faces were comparable in terms of attractiveness (Mfamous = 2.8, Mnon-famous = 2.7; t(254) = 2.25, p > .1, Cohen's d = .28), but robustly differed in terms of fame (Mfamous = 3.8, Mnon-famous = 1.4; t(254) = 39.9, p < .0001, Cohen's d = 4.99), facts known (Mfamous = 3.3, Mnon-famous = 1.3; t(254) = 44.69, p < .0001, Cohen's d = 5.59), personal memories (Mfamous = 2.6, Mnon-famous = 1.2; t (254) = 28.23, p < .0001, Cohen's d = 5.59), and emotionality (Mfamous = 2.7, Mnon-famous = 1.7; t(254) = 36.71, p < .0001, Cohen's d = 3.53).",not significant,add comments,DE
2022-05-SLH-01-Influences of listener gender and working memory capacity on speech recognition in noise for h.pdf,<,0.0621988751407203,"F (1, 186) = 3.52, p < .05",TRUE,"There was also an interaction between level of performance and cognitive grouping, F (1, 186) = 3.52, p < .05, p = 0.123.",significant,add comments,DE
2022-30-JCL-S0305000921000234a.pdf,<,0.169552424390984,"F(42, 1) =21.54, p < .001",FALSE,"The results showed only a significant main effect for Group (F(42, 1) = 21.54, p < .001, = .34). ",significant,add comments,DE
2022-24-LSP-rodero-et-al-2022-the-expressive-balance-effect-perception-and-physiological-responses-of-prosody-and-gestures.pdf,<,0.110966770634406,"F (2,118) = 2.24, p < .001",FALSE,"For attention, the results were significant for the interaction between time and intonation, F (2,118) = 2.24, p < .001, partial 2 = .024.",significant,add comments,DE
2022-34-SLA-S0272263121000619a.pdf,>,0.00297799749047493,"(z = 2.97, p > .1",FALSE,"Unlike the higher proficiency L2 speaker group, lower proficiency L2 speakers (Table 7) had an overall bias to respond ""true"" (z = 2.97, p > .1).",significant,add comments,DE
2022-17-SLA-S0272263121000309a.pdf,<,0.0593996025770136,"F(2,94) =2.91, p < .05",FALSE,"Only two variables were identified as being modulated by year of enrollment: experience (or dominance), F(2,94) = 16.77, p < .0001, sentence cloze test, F(2,94) = 20.19, p < .0001, passage cloze test, F(2,94) = 1.80, p > .05 [.176], and vocabulary size, F(2,94) = 2.91, p < .05 [.059].",unclear,add comments,DE
2022-02-APS-S0142716421000412a.pdf,<,0.822395919203144,"F(3,67) = .304, p < .001",FALSE,"On the Nelson-Denny vocabulary measure (F(3,67) = .304, p < .001) (Figure 2, Table 4), scores for the ML (M = 49.96), CEB (M = 48.48), and NS (M = 46.16) were statistically comparable (all pairwise p > 0.5).",unclear,add comments,DE
2022-24-LCN-02-It_s about time_ Time as a parameter for lexical and syntactic processing_ an eye-tracking-whi.pdf,<,0.999969781502571,"2(32) = 9.31, p < .03",FALSE,"Model comparisons showed significant effects of condition when added to each time term except for the intercept (intercept  2(26) = 4.23, p = .24; linear 2(29) = 7.79, p = .05; quadratic  2(32) = 9.31, p < .03; cubic  2(35) = 37.95, p < .001).",significant,add comments,DE
2023-63-BLC-S1366728923000135a.pdf,<,0.054561596451867,"F(1, 5.78) = 5.78, p < .01",FALSE,"There was also a significant main effect of group, F(1, 5.78) = 5.78, p < .01, with higher accuracy scores for L1-English participants (M = .86, SE = .09) compared to L1-Zulu participants (M = .81, SE = .09).",significant,add comments,DE
2023-22-LCN-02-Early_ emotional and embodied_ Processing of emotional words and body words in the native and .pdf,<,0.0501244279443456,"H(7) = 14.06, p < .001",FALSE,"In the English language L2, the word frequency counts (SUBTLEX, Freqcount) differed across the word categories as well (Kruskal-Wallis: H(7) = 14.06, p < .001).",significant,add comments,DE
2023-70-BLC-S1366728923000251a.pdf,<,0.985726143897441,"t(41.01) = .018, p < .001",TRUE,"In addition, following the procedure in Gollan et al. (2007), we selected the same 22 cognates (mean item number = 34.4  14.7) and 22 noncognates (mean item number = 34.3  17.2) matched for item number (t(41.01) = .018, p < .001).",unclear,add comments,DE
2023-30-BAL-Interactions-of-lexical-and-conceptual-representations--E_2023_Brain-and-Lan.pdf,<,0.0938902014000204,"F(1,29) = 3.00, p <.03",FALSE,"Although the interaction between relatedness and hemisphere was significant for all picture name types (Homonyms: F(1,29) = 3.00, p <.03, 2p =.09; Homophones: F(1,29) = 3.16, p <.02, 2p =.10; Homographs: F(1,29) = 4.97, p <.001, 2p =.15), separate pairwise comparison for the ROIs above each hemisphere did not reveal any meaningful difference in the pattern of the effect of relatedness, namely the interaction indicated only differences in statistical power, while the principle pattern remain stable.",significant,add comments,DE
2023-26-BLC-S136672892200061Xa.pdf,<,0.114912013187661,"F (2, 130) = 2.20, p < .001",FALSE,"It presents as significant factors emotional charge (F (2, 130) = 2.20, p < .001), intensity (F (2, 129) = 10.57, p = .001) and modality (F (1, 21289) = 20.10, p < .001), and most of interactions where group and modality are included (emotional charge*group F (4, 21353) = 64.360, p < .001, intensity*group F (2, 21444) = 26.844, p < .001, concreteness*group F (2, 21391) = 8.447, p < .001, emotional charge*modality F (2, 21286) = 67.871, p < .001, concreteness*modality F (1, 21286) = 5.196, p < .001, group*modality F (2, 21289) = 2.809, p = .06).",significant,add comments,DE
2023-19-JML-On-verbal-memory-span-in-Chinese-speakers--Evidence-for-_2023_Journal-of-Mem.pdf,<,0.176841539761625,"F(1,31) = 1.91,p <.03",FALSE,"However, analysis of simple effects showed that the effect of tonal similarity remained significant under suppression, F(1,31) = 1.91, p <.03 (M = 3.83 vs M = 4.07).",significant,add comments,DE
2023-31-JPR-s10936-023-09957-0.pdf,<,0.0553647202710987,"t(52) = 1.960, p < .05",FALSE,"In addition, the average reading times at the critical region differed significantly in the grammatical and ungrammatical conditions (grammatical: 2094.16 ms; ungrammatical: 2388.23 ms; t(52) = 1.960, p < .05): the participants read more slowly on the final word in the ungrammatical condition, in which the final word would be unexpected based on what they had learned.",significant,add comments,DE
